u	species	component_id	score
GCF_000006745.1_ASM674v1|WP_001145625.1	Vibrio cholerae	62	0.000000
GCF_008369605.1_ASM836960v1|WP_001145625.1	Vibrio cholerae	62	0.000000
GCF_000006765.1_ASM676v1|NP_249270.1	Pseudomonas aeruginosa	62	0.000000
GCF_000007565.2_ASM756v2|WP_003255575.1	Pseudomonas putida	62	0.000000
GCF_000014625.1_ASM1462v1|WP_003085057.1	Pseudomonas aeruginosa	62	0.000000
GCF_000021045.1_ASM2104v1|WP_003085057.1	Azotobacter vinelandii	62	0.792270
GCF_000380335.1_ASM38033v1|WP_003085057.1	Azotobacter vinelandii	62	0.792270
GCF_000412675.1_ASM41267v1|WP_003255575.1	Pseudomonas putida	62	0.000000
GCF_000005845.2_ASM584v2|NP_417539.1	Escherichia coli	85	0.000000
GCF_000006945.2_ASM694v2|NP_462126.3	Salmonella enterica	85	0.000000
GCF_000007545.1_ASM754v1|WP_001120265.1	Salmonella enterica	85	0.000000
GCF_000009885.1_ASM988v1|WP_004174339.1	Klebsiella pneumoniae	85	0.000000
GCF_000240185.1_ASM24018v2|YP_005228906.1	Klebsiella pneumoniae	85	0.000000
GCF_000006645.1_ASM664v1|WP_002210359.1	Yersinia pestis	85	0.000000
GCF_000222975.1_ASM22297v1|WP_002210359.1	Yersinia pestis	85	0.000000
GCF_000006745.1_ASM674v1|WP_000372618.1	Vibrio cholerae	85	0.000000
GCF_008369605.1_ASM836960v1|WP_000372618.1	Vibrio cholerae	85	0.000000
GCF_000006765.1_ASM676v1|NP_249267.1	Pseudomonas aeruginosa	85	0.000000
GCF_000014625.1_ASM1462v1|WP_003085035.1	Pseudomonas aeruginosa	85	0.000000
GCF_000007205.1_ASM720v1|WP_404987420.1	Chlamydia pneumoniae	85	0.000000
GCF_000008745.1_ASM874v1|WP_404987420.1	Chlamydia pneumoniae	85	0.000000
GCF_000005845.2_ASM584v2|NP_417552.1	Escherichia coli	527	0.000000
GCF_000203835.1_ASM20383v1|WP_011031412.1	Streptomyces coelicolor	527	0.000000
GCF_008931305.1_ASM893130v1|WP_011031412.1	Streptomyces coelicolor	527	0.000000
GCF_000009765.2_ASM976v2|WP_010982730.1	Streptomyces avermitilis	527	0.000000
GCF_000005845.2_ASM584v2|NP_417560.1	Escherichia coli	164	0.000000
GCF_000412675.1_ASM41267v1|WP_016498967.1	Pseudomonas putida	164	0.000000
GCF_000008805.1_ASM880v1|WP_002225733.1	Neisseria meningitidis	164	0.000000
GCF_000006785.2_ASM678v2|WP_010921902.1	Streptococcus pyogenes	164	0.000000
GCF_900475035.1_41965_F01|WP_002991840.1	Streptococcus pyogenes	164	0.000000
GCF_000007265.1_ASM726v1|WP_000819596.1	Streptococcus agalactiae	164	0.000000
GCF_001552035.1_ASM155203v1|WP_000819596.1	Streptococcus agalactiae	164	0.000000
GCF_000005845.2_ASM584v2|NP_417563.1	Escherichia coli	2291	0.000000
GCF_000009885.1_ASM988v1|WP_002917899.1	Klebsiella pneumoniae	2291	0.000000
GCF_000240185.1_ASM24018v2|YP_005228953.1	Klebsiella pneumoniae	2291	0.000000
GCF_000005845.2_ASM584v2|NP_417573.1	Escherichia coli	312	0.000000
GCF_000021345.1_ASM2134v1|WP_012558522.1	Rhizobium leguminosarum	312	0.000000
GCF_000517605.1_ASM51760v1|WP_025395485.1	Rhizobium leguminosarum	312	0.000000
GCF_000007265.1_ASM726v1|WP_000523788.1	Streptococcus agalactiae	312	0.000000
GCF_001552035.1_ASM155203v1|WP_000523782.1	Streptococcus agalactiae	312	0.000000
GCF_000005845.2_ASM584v2|NP_417576.1	Escherichia coli	1252	0.000000
GCF_000006945.2_ASM694v2|NP_462149.1	Salmonella enterica	1252	0.000000
GCF_000240185.1_ASM24018v2|YP_005228965.1	Klebsiella pneumoniae	1252	0.000000
GCF_000009885.1_ASM988v1|WP_004144865.1	Klebsiella pneumoniae	1252	0.000000
GCF_000006645.1_ASM664v1|WP_002210151.1	Yersinia pestis	1252	0.000000
GCF_000222975.1_ASM22297v1|WP_002210151.1	Yersinia pestis	1252	0.000000
GCF_000005845.2_ASM584v2|NP_417594.3	Escherichia coli	1429	0.000000
GCF_000009885.1_ASM988v1|WP_002917952.1	Klebsiella pneumoniae	1429	0.000000
GCF_000006945.2_ASM694v2|NP_462161.1	Salmonella enterica	1429	0.000000
GCF_000007545.1_ASM754v1|WP_000178103.1	Salmonella enterica	1429	0.000000
GCF_000240185.1_ASM24018v2|YP_005228972.1	Klebsiella pneumoniae	1429	0.000000
GCF_000005845.2_ASM584v2|NP_417597.1	Escherichia coli	586	0.000000
GCF_000009045.1_ASM904v1|NP_388133.2	Bacillus subtilis	586	0.000000
GCF_000186745.1_ASM18674v1|WP_015715177.1	Bacillus subtilis	586	0.000000
GCF_000005845.2_ASM584v2|NP_417615.1	Escherichia coli	2292	0.000000
GCF_000006945.2_ASM694v2|NP_462176.1	Salmonella enterica	2292	0.000000
GCF_000007545.1_ASM754v1|WP_000812294.1	Salmonella enterica	2292	0.000000
GCF_000005845.2_ASM584v2|NP_417618.1	Escherichia coli	984	0.000000
GCF_000006945.2_ASM694v2|NP_462179.1	Salmonella enterica	984	0.000000
GCF_000009885.1_ASM988v1|WP_002918211.1	Klebsiella pneumoniae	984	0.000000
GCF_000240185.1_ASM24018v2|YP_005228994.1	Klebsiella pneumoniae	984	0.000000
GCF_000007545.1_ASM754v1|WP_000893483.1	Salmonella enterica	984	0.000000
GCF_000006645.1_ASM664v1|WP_002210146.1	Yersinia pestis	984	0.000000
GCF_000222975.1_ASM22297v1|WP_002210146.1	Yersinia pestis	984	0.000000
GCF_000005845.2_ASM584v2|NP_417627.1	Escherichia coli	985	0.000000
GCF_000240185.1_ASM24018v2|YP_005229003.1	Klebsiella pneumoniae	985	0.000000
GCF_000009885.1_ASM988v1|WP_014906874.1	Klebsiella pneumoniae	985	0.000000
GCF_000006945.2_ASM694v2|NP_462187.1	Salmonella enterica	985	0.000000
GCF_000007545.1_ASM754v1|WP_000421309.1	Salmonella enterica	985	0.000000
GCF_000006645.1_ASM664v1|WP_002209270.1	Yersinia pestis	985	0.000000
GCF_000222975.1_ASM22297v1|WP_002209270.1	Yersinia pestis	985	0.000000
GCF_000005845.2_ASM584v2|NP_417631.2	Escherichia coli	1430	0.000000
GCF_000007545.1_ASM754v1|WP_000807240.1	Salmonella enterica	1430	0.000000
GCF_000006945.2_ASM694v2|NP_462193.3	Salmonella enterica	1430	0.000000
GCF_000009885.1_ASM988v1|WP_004150943.1	Klebsiella pneumoniae	1430	0.000000
GCF_000240185.1_ASM24018v2|YP_005229007.1	Klebsiella pneumoniae	1430	0.000000
GCF_000005845.2_ASM584v2|NP_417632.1	Escherichia coli	2293	0.000000
GCF_000006945.2_ASM694v2|NP_462194.1	Salmonella enterica	2293	0.000000
GCF_000007545.1_ASM754v1|WP_000802069.1	Salmonella enterica	2293	0.000000
GCF_000005845.2_ASM584v2|NP_417633.4	Escherichia coli	986	0.000000
GCF_000006945.2_ASM694v2|NP_462195.1	Salmonella enterica	986	0.000000
GCF_000007545.1_ASM754v1|WP_010989243.1	Salmonella enterica	986	0.000000
GCF_000009885.1_ASM988v1|WP_004150944.1	Klebsiella pneumoniae	986	0.000000
GCF_000240185.1_ASM24018v2|YP_005229009.1	Klebsiella pneumoniae	986	0.000000
GCF_000006645.1_ASM664v1|WP_002209259.1	Yersinia pestis	986	0.000000
GCF_000222975.1_ASM22297v1|WP_002209259.1	Yersinia pestis	986	0.000000
GCF_000005845.2_ASM584v2|NP_417634.1	Escherichia coli	39	0.000000
GCF_000006945.2_ASM694v2|NP_462196.1	Salmonella enterica	39	0.000000
GCF_000007545.1_ASM754v1|WP_000059465.1	Salmonella enterica	39	0.000000
GCF_000193595.2_ASM19359v3|WP_003814002.1	Bordetella pertussis	39	0.000000
GCF_004008975.1_ASM400897v1|WP_003814002.1	Bordetella pertussis	39	0.000000
GCF_000005845.2_ASM584v2|NP_417636.1	Escherichia coli	1950	0.000000
GCF_000006945.2_ASM694v2|NP_462198.1	Salmonella enterica	1950	0.000000
GCF_000009885.1_ASM988v1|WP_002918248.1	Klebsiella pneumoniae	1950	0.000000
GCF_000240185.1_ASM24018v2|YP_005229013.1	Klebsiella pneumoniae	1950	0.000000
GCF_000005845.2_ASM584v2|NP_417637.1	Escherichia coli	1431	0.000000
GCF_000006945.2_ASM694v2|NP_462199.1	Salmonella enterica	1431	0.000000
GCF_000007545.1_ASM754v1|WP_000131175.1	Salmonella enterica	1431	0.000000
GCF_000009885.1_ASM988v1|WP_002918250.1	Klebsiella pneumoniae	1431	0.000000
GCF_000240185.1_ASM24018v2|YP_005229014.1	Klebsiella pneumoniae	1431	0.000000
GCF_000005845.2_ASM584v2|NP_417638.1	Escherichia coli	1432	0.000000
GCF_000009885.1_ASM988v1|WP_002918252.1	Klebsiella pneumoniae	1432	0.000000
GCF_000240185.1_ASM24018v2|YP_005229015.1	Klebsiella pneumoniae	1432	0.000000
GCF_000005845.2_ASM584v2|NP_417640.1	Escherichia coli	284	0.160788
GCF_000009885.1_ASM988v1|WP_004144895.1	Klebsiella pneumoniae	284	0.000000
GCF_000240185.1_ASM24018v2|YP_005229019.1	Klebsiella pneumoniae	284	0.000000
GCF_000006645.1_ASM664v1|WP_002211920.1	Yersinia pestis	284	0.000000
GCF_000222975.1_ASM22297v1|WP_002211920.1	Yersinia pestis	284	0.000000
GCF_022869645.1_ASM2286964v1|WP_002246536.1	Neisseria meningitidis	284	0.124762
GCF_000008805.1_ASM880v1|WP_002223213.1	Neisseria meningitidis	284	0.203284
GCF_000018445.1_ASM1844v1|WP_001986427.1	Acinetobacter baumannii	284	0.000000
GCF_009035845.1_ASM903584v1|WP_009518994.1	Acinetobacter baumannii	284	0.000000
GCF_000193595.2_ASM19359v3|WP_003820367.1	Bordetella pertussis	284	0.273344
GCF_004008975.1_ASM400897v1|WP_003820367.1	Bordetella pertussis	284	0.273344
GCF_000008345.1_ASM834v1|WP_002519556.1	Cutibacterium acnes	284	0.000000
GCF_006739385.1_ASM673938v1|WP_002519556.1	Cutibacterium acnes	284	0.000000
GCF_000009765.2_ASM976v2|WP_010982239.1	Streptomyces avermitilis	284	0.000000
GCF_000203835.1_ASM20383v1|WP_003972108.1	Streptomyces coelicolor	284	0.000000
GCF_008931305.1_ASM893130v1|WP_003972108.1	Streptomyces coelicolor	284	0.000000
GCF_000005845.2_ASM584v2|NP_417642.1	Escherichia coli	2294	0.000000
GCF_000006945.2_ASM694v2|NP_462204.1	Salmonella enterica	2294	0.000000
GCF_000007545.1_ASM754v1|WP_000272680.1	Salmonella enterica	2294	0.000000
GCF_000005845.2_ASM584v2|NP_417645.1	Escherichia coli	114	0.000000
GCF_000006945.2_ASM694v2|NP_462207.1	Salmonella enterica	114	0.000000
GCF_000007545.1_ASM754v1|WP_001107481.1	Salmonella enterica	114	0.000000
GCF_000009885.1_ASM988v1|WP_002918372.1	Klebsiella pneumoniae	114	0.000000
GCF_000240185.1_ASM24018v2|YP_005229027.1	Klebsiella pneumoniae	114	0.000000
GCF_000006645.1_ASM664v1|WP_002228195.1	Yersinia pestis	114	0.000000
GCF_000222975.1_ASM22297v1|WP_002228195.1	Yersinia pestis	114	0.000000
GCF_000006745.1_ASM674v1|WP_001107450.1	Vibrio cholerae	114	0.000000
GCF_008369605.1_ASM836960v1|WP_001107448.1	Vibrio cholerae	114	0.000000
GCF_000006765.1_ASM676v1|NP_253439.1	Pseudomonas aeruginosa	114	0.000000
GCF_000014625.1_ASM1462v1|WP_003095200.1	Pseudomonas aeruginosa	114	0.000000
GCF_000007565.2_ASM756v2|WP_012053749.1	Pseudomonas putida	114	0.000000
GCF_000412675.1_ASM41267v1|WP_041167879.1	Pseudomonas putida	114	0.000000
GCF_000193595.2_ASM19359v3|WP_010930174.1	Bordetella pertussis	114	0.000000
GCF_004008975.1_ASM400897v1|WP_010930174.1	Bordetella pertussis	114	0.000000
GCF_000012345.1_ASM1234v1|WP_011281804.1	Pelagibacter ubique	114	0.000000
GCF_000005845.2_ASM584v2|NP_417646.1	Escherichia coli	987	0.000000
GCF_000006945.2_ASM694v2|NP_462208.1	Salmonella enterica	987	0.000000
GCF_000007545.1_ASM754v1|WP_000145971.1	Salmonella enterica	987	0.000000
GCF_000009885.1_ASM988v1|WP_002918373.1	Klebsiella pneumoniae	987	0.000000
GCF_000240185.1_ASM24018v2|YP_005229028.1	Klebsiella pneumoniae	987	0.000000
GCF_000006645.1_ASM664v1|WP_002228196.1	Yersinia pestis	987	0.000000
GCF_000222975.1_ASM22297v1|WP_002228196.1	Yersinia pestis	987	0.000000
GCF_000005845.2_ASM584v2|NP_417648.4	Escherichia coli	735	0.000000
GCF_000006945.2_ASM694v2|NP_462210.1	Salmonella enterica	735	0.000000
GCF_000007545.1_ASM754v1|WP_001148008.1	Salmonella enterica	735	0.000000
GCF_000018445.1_ASM1844v1|WP_001190204.1	Acinetobacter baumannii	735	0.000000
GCF_009035845.1_ASM903584v1|WP_001190204.1	Acinetobacter baumannii	735	0.000000
GCF_000005845.2_ASM584v2|NP_417652.1	Escherichia coli	6	0.000000
GCF_000006645.1_ASM664v1|WP_002210179.1	Yersinia pestis	6	0.000000
GCF_000222975.1_ASM22297v1|WP_002210179.1	Yersinia pestis	6	0.000000
GCF_000006745.1_ASM674v1|WP_000940599.1	Vibrio cholerae	6	3.546898
GCF_008369605.1_ASM836960v1|WP_000940599.1	Vibrio cholerae	6	3.314931
GCF_000008805.1_ASM880v1|WP_002212328.1	Neisseria meningitidis	6	0.000000
GCF_022869645.1_ASM2286964v1|WP_002212328.1	Neisseria meningitidis	6	0.000000
GCF_000008485.1_ASM848v1|WP_010948350.1	Legionella pneumophila	6	0.000000
GCF_001941585.1_ASM194158v1|WP_010948350.1	Legionella pneumophila	6	0.000000
GCF_000007685.1_ASM768v1|WP_000940600.1	Leptospira interrogans	6	1.581848
GCF_002073495.2_ASM207349v2|WP_000940600.1	Leptospira interrogans	6	1.581848
GCF_000005845.2_ASM584v2|NP_417653.1	Escherichia coli	1253	0.000000
GCF_000006945.2_ASM694v2|NP_462214.1	Salmonella enterica	1253	0.000000
GCF_000007545.1_ASM754v1|WP_000271396.1	Salmonella enterica	1253	0.000000
GCF_000009885.1_ASM988v1|WP_002918379.1	Klebsiella pneumoniae	1253	0.000000
GCF_000005845.2_ASM584v2|NP_417656.1	Escherichia coli	736	0.000000
GCF_000006945.2_ASM694v2|NP_462217.1	Salmonella enterica	736	0.000000
GCF_000007545.1_ASM754v1|WP_000357288.1	Salmonella enterica	736	0.000000
GCF_000006745.1_ASM674v1|WP_000410586.1	Vibrio cholerae	736	0.000000
GCF_008369605.1_ASM836960v1|WP_000410586.1	Vibrio cholerae	736	0.000000
GCF_000005845.2_ASM584v2|NP_417657.2	Escherichia coli	3894	0.000000
GCF_000007545.1_ASM754v1|WP_001518349.1	Salmonella enterica	3894	0.000000
GCF_000005845.2_ASM584v2|NP_417665.1	Escherichia coli	2295	0.000000
GCF_000006945.2_ASM694v2|NP_462226.1	Salmonella enterica	2295	0.000000
GCF_000007545.1_ASM754v1|WP_000030029.1	Salmonella enterica	2295	0.000000
GCF_000005845.2_ASM584v2|NP_417668.1	Escherichia coli	123	0.000000
GCF_000006945.2_ASM694v2|NP_462229.1	Salmonella enterica	123	0.000000
GCF_000007545.1_ASM754v1|WP_000224104.1	Salmonella enterica	123	0.000000
GCF_000240185.1_ASM24018v2|YP_005229050.1	Klebsiella pneumoniae	123	0.000000
GCF_000009885.1_ASM988v1|WP_014906868.1	Klebsiella pneumoniae	123	0.000000
GCF_000008785.1_ASM878v1|WP_000353234.1	Helicobacter pylori	123	0.000000
GCF_025998455.1_ASM2599845v1|WP_000353224.1	Helicobacter pylori	123	0.000000
GCF_000005845.2_ASM584v2|NP_417671.1	Escherichia coli	3895	0.000000
GCF_000006945.2_ASM694v2|NP_462232.1	Salmonella enterica	3895	0.000000
GCF_000007545.1_ASM754v1|WP_000609332.1	Salmonella enterica	3895	0.000000
GCF_000005845.2_ASM584v2|NP_417672.1	Escherichia coli	988	0.000000
GCF_000006945.2_ASM694v2|NP_462233.1	Salmonella enterica	988	0.000000
GCF_000007545.1_ASM754v1|WP_000243746.1	Salmonella enterica	988	0.000000
GCF_000009885.1_ASM988v1|WP_002918428.1	Klebsiella pneumoniae	988	0.000000
GCF_000240185.1_ASM24018v2|YP_005229054.1	Klebsiella pneumoniae	988	0.000000
GCF_000006645.1_ASM664v1|WP_002210113.1	Yersinia pestis	988	0.000000
GCF_000222975.1_ASM22297v1|WP_002210113.1	Yersinia pestis	988	0.000000
GCF_000005845.2_ASM584v2|NP_417679.2	Escherichia coli	1433	0.000000
GCF_000009885.1_ASM988v1|WP_002918458.1	Klebsiella pneumoniae	1433	0.000000
GCF_000240185.1_ASM24018v2|YP_005229064.1	Klebsiella pneumoniae	1433	0.000000
GCF_000006645.1_ASM664v1|WP_002228691.1	Yersinia pestis	1433	0.000000
GCF_000222975.1_ASM22297v1|WP_002229651.1	Yersinia pestis	1433	0.000000
GCF_000005845.2_ASM584v2|NP_417685.2	Escherichia coli	417	0.000000
GCF_000005845.2_ASM584v2|NP_417696.1	Escherichia coli	1434	0.000000
GCF_000006945.2_ASM694v2|NP_462252.1	Salmonella enterica	1434	0.000000
GCF_000007545.1_ASM754v1|WP_000257300.1	Salmonella enterica	1434	0.000000
GCF_000009885.1_ASM988v1|WP_002918467.1	Klebsiella pneumoniae	1434	0.000000
GCF_000240185.1_ASM24018v2|YP_005229068.1	Klebsiella pneumoniae	1434	0.000000
GCF_000005845.2_ASM584v2|NP_417697.1	Escherichia coli	313	0.000001
GCF_000009885.1_ASM988v1|WP_000829818.1	Klebsiella pneumoniae	313	0.000001
GCF_000240185.1_ASM24018v2|YP_005229069.1	Klebsiella pneumoniae	313	0.000001
GCF_000006945.2_ASM694v2|NP_462254.1	Salmonella enterica	313	0.000001
GCF_000007545.1_ASM754v1|WP_000829815.1	Salmonella enterica	313	0.000001
GCF_000006745.1_ASM674v1|WP_000829823.1	Vibrio cholerae	313	0.000000
GCF_008369605.1_ASM836960v1|WP_000829823.1	Vibrio cholerae	313	0.000000
GCF_000006645.1_ASM664v1|WP_002210133.1	Yersinia pestis	313	0.000000
GCF_000222975.1_ASM22297v1|WP_002210133.1	Yersinia pestis	313	0.000000
GCF_000018445.1_ASM1844v1|WP_000224786.1	Acinetobacter baumannii	313	0.000000
GCF_009035845.1_ASM903584v1|WP_000224786.1	Acinetobacter baumannii	313	0.000000
GCF_000007565.2_ASM756v2|WP_003251821.1	Pseudomonas putida	313	0.000000
GCF_000412675.1_ASM41267v1|WP_003260797.1	Pseudomonas putida	313	0.000000
GCF_000005845.2_ASM584v2|NP_417698.1	Escherichia coli	185	0.000000
GCF_000006945.2_ASM694v2|NP_462255.1	Salmonella enterica	185	0.000000
GCF_000007545.1_ASM754v1|WP_000847559.1	Salmonella enterica	185	0.000000
GCF_000009885.1_ASM988v1|WP_002918559.1	Klebsiella pneumoniae	185	0.000000
GCF_000240185.1_ASM24018v2|YP_005229070.1	Klebsiella pneumoniae	185	0.000000
GCF_000006645.1_ASM664v1|WP_002210132.1	Yersinia pestis	185	0.000000
GCF_000222975.1_ASM22297v1|WP_002210132.1	Yersinia pestis	185	0.000000
GCF_000018445.1_ASM1844v1|WP_000854895.1	Acinetobacter baumannii	185	0.000000
GCF_000005845.2_ASM584v2|NP_417703.1	Escherichia coli	2296	0.000000
GCF_000006645.1_ASM664v1|WP_002210174.1	Yersinia pestis	2296	0.000000
GCF_000222975.1_ASM22297v1|WP_002210174.1	Yersinia pestis	2296	0.000000
GCF_000005845.2_ASM584v2|NP_417709.2	Escherichia coli	1435	0.000000
GCF_000006945.2_ASM694v2|NP_462276.1	Salmonella enterica	1435	0.000000
GCF_000007545.1_ASM754v1|WP_000051840.1	Salmonella enterica	1435	0.000000
GCF_000009885.1_ASM988v1|WP_002918640.1	Klebsiella pneumoniae	1435	0.000000
GCF_000240185.1_ASM24018v2|YP_005229082.1	Klebsiella pneumoniae	1435	0.000000
GCF_000005845.2_ASM584v2|NP_417713.2	Escherichia coli	737	0.000000
GCF_000009885.1_ASM988v1|WP_002918644.1	Klebsiella pneumoniae	737	0.000000
GCF_000240185.1_ASM24018v2|YP_005229086.1	Klebsiella pneumoniae	737	0.000000
GCF_000006745.1_ASM674v1|WP_001271880.1	Vibrio cholerae	737	0.000000
GCF_008369605.1_ASM836960v1|WP_001271880.1	Vibrio cholerae	737	0.000000
GCF_000005845.2_ASM584v2|NP_417717.2	Escherichia coli	256	0.181670
GCF_000006945.2_ASM694v2|NP_462284.1	Salmonella enterica	256	0.175150
GCF_000007545.1_ASM754v1|WP_000913396.1	Salmonella enterica	256	0.175150
GCF_000009885.1_ASM988v1|WP_002918653.1	Klebsiella pneumoniae	256	0.062424
GCF_000240185.1_ASM24018v2|YP_005229090.1	Klebsiella pneumoniae	256	0.062424
GCF_000006645.1_ASM664v1|WP_002228205.1	Yersinia pestis	256	0.326820
GCF_000222975.1_ASM22297v1|WP_002228205.1	Yersinia pestis	256	0.326820
GCF_000006745.1_ASM674v1|WP_000473772.1	Vibrio cholerae	256	0.000000
GCF_008369605.1_ASM836960v1|WP_000473772.1	Vibrio cholerae	256	0.000000
GCF_000008485.1_ASM848v1|WP_011213320.1	Legionella pneumophila	256	0.000000
GCF_001941585.1_ASM194158v1|WP_011213320.1	Legionella pneumophila	256	0.000000
GCF_000007565.2_ASM756v2|WP_003255163.1	Pseudomonas putida	256	0.060130
GCF_000412675.1_ASM41267v1|WP_003255163.1	Pseudomonas putida	256	0.060130
GCF_000006765.1_ASM676v1|NP_253171.1	Pseudomonas aeruginosa	256	0.047587
GCF_000014625.1_ASM1462v1|WP_003094393.1	Pseudomonas aeruginosa	256	0.047587
GCF_000021045.1_ASM2104v1|WP_012699911.1	Azotobacter vinelandii	256	0.000000
GCF_000380335.1_ASM38033v1|WP_012699911.1	Azotobacter vinelandii	256	0.000000
GCF_000005845.2_ASM584v2|NP_417721.1	Escherichia coli	1436	0.000000
GCF_000006745.1_ASM674v1|WP_000354613.1	Vibrio cholerae	1436	0.000000
GCF_008369605.1_ASM836960v1|WP_000354613.1	Vibrio cholerae	1436	0.000000
GCF_000005845.2_ASM584v2|NP_417722.1	Escherichia coli	587	0.000000
GCF_000240185.1_ASM24018v2|YP_005229097.1	Klebsiella pneumoniae	587	0.000000
GCF_000009885.1_ASM988v1|WP_004174096.1	Klebsiella pneumoniae	587	0.000000
GCF_000006645.1_ASM664v1|WP_002210069.1	Yersinia pestis	587	0.000000
GCF_000222975.1_ASM22297v1|WP_002210069.1	Yersinia pestis	587	0.000000
GCF_000006745.1_ASM674v1|WP_000884888.1	Vibrio cholerae	587	0.000000
GCF_008369605.1_ASM836960v1|WP_000884888.1	Vibrio cholerae	587	0.000000
GCF_000008485.1_ASM848v1|WP_011213101.1	Legionella pneumophila	587	0.000000
GCF_001941585.1_ASM194158v1|WP_011213101.1	Legionella pneumophila	587	0.000000
GCF_000005845.2_ASM584v2|NP_417725.1	Escherichia coli	2297	0.000000
GCF_000240185.1_ASM24018v2|YP_005229100.1	Klebsiella pneumoniae	2297	0.000000
GCF_000009885.1_ASM988v1|WP_004144971.1	Klebsiella pneumoniae	2297	0.000000
GCF_000005845.2_ASM584v2|NP_417726.1	Escherichia coli	1951	0.000000
GCF_000009885.1_ASM988v1|WP_004144972.1	Klebsiella pneumoniae	1951	0.000000
GCF_000005845.2_ASM584v2|NP_417727.1	Escherichia coli	738	0.004668
GCF_000006945.2_ASM694v2|NP_462295.1	Salmonella enterica	738	0.000000
GCF_000007545.1_ASM754v1|WP_000462905.1	Salmonella enterica	738	0.000000
GCF_000009885.1_ASM988v1|WP_000462905.1	Klebsiella pneumoniae	738	0.000000
GCF_000240185.1_ASM24018v2|YP_005229102.1	Klebsiella pneumoniae	738	0.000000
GCF_000006645.1_ASM664v1|WP_002210061.1	Yersinia pestis	738	0.009828
GCF_000222975.1_ASM22297v1|WP_002210061.1	Yersinia pestis	738	0.009828
GCF_000006745.1_ASM674v1|WP_000462885.1	Vibrio cholerae	738	0.000000
GCF_008369605.1_ASM836960v1|WP_000462885.1	Vibrio cholerae	738	0.000000
GCF_000005845.2_ASM584v2|NP_417733.1	Escherichia coli	2298	0.000000
GCF_000006945.2_ASM694v2|NP_462302.1	Salmonella enterica	2298	0.000000
GCF_000007545.1_ASM754v1|WP_000825645.1	Salmonella enterica	2298	0.000000
GCF_000005845.2_ASM584v2|NP_417737.1	Escherichia coli	588	0.000000
GCF_000007565.2_ASM756v2|WP_003251792.1	Pseudomonas putida	588	0.000000
GCF_000412675.1_ASM41267v1|WP_016498022.1	Pseudomonas putida	588	0.000000
GCF_000193595.2_ASM19359v3|WP_003815064.1	Bordetella pertussis	588	0.000000
GCF_004008975.1_ASM400897v1|WP_003815064.1	Bordetella pertussis	588	0.000000
GCF_000021345.1_ASM2134v1|WP_003586711.1	Rhizobium leguminosarum	588	0.075190
GCF_000517605.1_ASM51760v1|WP_011651798.1	Rhizobium leguminosarum	588	0.071554
GCF_000005845.2_ASM584v2|NP_417745.1	Escherichia coli	1952	0.000000
GCF_000009885.1_ASM988v1|WP_004145290.1	Klebsiella pneumoniae	1952	0.000000
GCF_000006945.2_ASM694v2|NP_462310.1	Salmonella enterica	1952	0.000000
GCF_000007545.1_ASM754v1|WP_000114992.1	Salmonella enterica	1952	0.000000
GCF_000005845.2_ASM584v2|NP_417748.1	Escherichia coli	1437	0.000000
GCF_000006945.2_ASM694v2|NP_462313.1	Salmonella enterica	1437	0.000000
GCF_000007545.1_ASM754v1|WP_000691374.1	Salmonella enterica	1437	0.000000
GCF_000009885.1_ASM988v1|WP_002919153.1	Klebsiella pneumoniae	1437	0.000000
GCF_000240185.1_ASM24018v2|YP_005229139.1	Klebsiella pneumoniae	1437	0.000000
GCF_000005845.2_ASM584v2|NP_417749.1	Escherichia coli	227	0.000000
GCF_000009925.1_ASM992v1|WP_005785250.1	Bacteroides fragilis	227	0.000000
GCF_000025985.1_ASM2598v1|WP_005785250.1	Bacteroides fragilis	227	0.000000
GCF_000011065.1_ASM1106v1|WP_008759941.1	Bacteroides thetaiotaomicron	227	0.000000
GCF_014131755.1_ASM1413175v1|WP_008759941.1	Bacteroides thetaiotaomicron	227	0.000000
GCF_000016645.1_ASM1664v1|WP_012023399.1	Flavobacterium johnsoniae	227	0.000000
GCF_000005845.2_ASM584v2|NP_417753.1	Escherichia coli	314	0.137369
GCF_000006945.2_ASM694v2|NP_462318.1	Salmonella enterica	314	0.000000
GCF_000007545.1_ASM754v1|WP_001216370.1	Salmonella enterica	314	0.000000
GCF_000009885.1_ASM988v1|WP_002919206.1	Klebsiella pneumoniae	314	0.000000
GCF_000240185.1_ASM24018v2|YP_005229143.1	Klebsiella pneumoniae	314	0.000000
GCF_000006645.1_ASM664v1|WP_002209014.1	Yersinia pestis	314	0.335349
GCF_000222975.1_ASM22297v1|WP_002209014.1	Yersinia pestis	314	0.335349
GCF_000006745.1_ASM674v1|WP_001216360.1	Vibrio cholerae	314	0.000000
GCF_008369605.1_ASM836960v1|WP_001216360.1	Vibrio cholerae	314	0.000000
GCF_000007565.2_ASM756v2|WP_003255451.1	Pseudomonas putida	314	0.000000
GCF_000412675.1_ASM41267v1|WP_003255451.1	Pseudomonas putida	314	0.000000
GCF_000006765.1_ASM676v1|NP_252927.1	Pseudomonas aeruginosa	314	0.089722
GCF_000014625.1_ASM1462v1|WP_003093672.1	Pseudomonas aeruginosa	314	0.061642
GCF_000021045.1_ASM2104v1|WP_012699327.1	Azotobacter vinelandii	314	0.074133
GCF_000380335.1_ASM38033v1|WP_012699327.1	Azotobacter vinelandii	314	0.074133
